,Spacecraft,Start,Stop,Created
170109AP_SK_17007_17116.bsp,CASSINI,2017-01-06 23:58:55.000,2017-04-25 23:58:55.000,2017-01-09 11:40:01.000
170123AP_PE_17007_17116.bsp,CASSINI,2017-01-06 23:58:55.000,2017-04-25 23:58:55.000,2017-01-23 11:27:02.000
170123AP_SCPSE_17007_17116.bsp,CASSINI,2017-01-06 23:58:55.000,2017-04-25 23:58:55.000,2017-01-23 11:26:59.000
170123AP_SE_17007_17116.bsp,CASSINI,2017-01-06 23:58:55.000,2017-04-25 23:58:55.000,2017-01-23 11:27:02.000
170123AP_SK_17007_17116.bsp,CASSINI,2017-01-06 23:58:55.000,2017-04-25 23:58:55.000,2017-01-23 11:27:00.000
170130AP_PE_17027_17116.bsp,CASSINI,2017-01-26 23:58:55.000,2017-04-25 23:58:55.000,2017-01-30 11:41:30.000
170130AP_SCPSE_17027_17116.bsp,CASSINI,2017-01-26 23:58:55.000,2017-04-25 23:58:55.000,2017-01-30 11:41:28.000
170130AP_SE_17027_17116.bsp,CASSINI,2017-01-26 23:58:55.000,2017-04-25 23:58:55.000,2017-01-30 11:41:30.000
170130AP_SK_17027_17116.bsp,CASSINI,2017-01-26 23:58:55.000,2017-04-25 23:58:55.000,2017-01-30 11:41:29.000
170213AP_PE_17027_17116.bsp,CASSINI,2017-01-26 23:58:55.000,2017-04-25 23:58:55.000,2017-02-13 12:33:03.000
170213AP_SCPSE_17027_17116.bsp,CASSINI,2017-01-26 23:58:55.000,2017-04-25 23:58:55.000,2017-02-13 12:33:00.000
170213AP_SE_17027_17116.bsp,CASSINI,2017-01-26 23:58:55.000,2017-04-25 23:58:55.000,2017-02-13 12:33:03.000
170213AP_SK_17027_17116.bsp,CASSINI,2017-01-26 23:58:55.000,2017-04-25 23:58:55.000,2017-02-13 12:33:02.000
170216AP_PE_17046_17116.bsp,CASSINI,2017-02-14 23:58:55.000,2017-04-25 23:58:55.000,2017-02-16 15:12:40.000
170216AP_SCPSE_17046_17116.bsp,CASSINI,2017-02-14 23:58:55.000,2017-04-25 23:58:55.000,2017-02-16 15:12:36.000
170216AP_SE_17046_17116.bsp,CASSINI,2017-02-14 23:58:55.000,2017-04-25 23:58:55.000,2017-02-16 15:12:40.000
170216AP_SK_17046_17116.bsp,CASSINI,2017-02-14 23:58:55.000,2017-04-25 23:58:55.000,2017-02-16 15:12:39.000
170227AP_PE_17057_17116.bsp,CASSINI,2017-02-25 23:58:55.000,2017-04-25 23:58:55.000,2017-02-27 11:32:15.000
170227AP_SCPSE_17057_17116.bsp,CASSINI,2017-02-25 23:58:55.000,2017-04-25 23:58:55.000,2017-02-27 11:32:13.000
170227AP_SE_17057_17116.bsp,CASSINI,2017-02-25 23:58:55.000,2017-04-25 23:58:55.000,2017-02-27 11:32:15.000
170227AP_SK_17057_17116.bsp,CASSINI,2017-02-25 23:58:55.000,2017-04-25 23:58:55.000,2017-02-27 11:32:14.000
170228R_SCPSE_16262_16282.bsp,CASSINI,2016-09-18 11:58:55.000,2016-10-08 00:58:55.000,2017-02-28 10:28:41.000
170301R_SCPSE_16282_16310.bsp,CASSINI,2016-10-08 00:58:55.000,2016-11-05 07:58:55.000,2017-03-01 13:19:05.000
170313AP_PE_17062_17116.bsp,CASSINI,2017-03-02 23:58:55.000,2017-04-25 23:58:55.000,2017-03-13 11:07:47.000
170313AP_SCPSE_17062_17116.bsp,CASSINI,2017-03-02 23:58:55.000,2017-04-25 23:58:55.000,2017-03-13 11:07:45.000
170313AP_SE_17062_17116.bsp,CASSINI,2017-03-02 23:58:55.000,2017-04-25 23:58:55.000,2017-03-13 11:07:47.000
170313AP_SK_17062_17116.bsp,CASSINI,2017-03-02 23:58:55.000,2017-04-25 23:58:55.000,2017-03-13 11:07:46.000
170315R_SCPSE_16310_16329.bsp,CASSINI,2016-11-05 07:58:55.000,2016-11-24 21:58:55.000,2017-03-15 12:08:39.000
170323R_SCPSE_16329_16363.bsp,CASSINI,2016-11-24 21:58:55.000,2016-12-28 08:58:55.000,2017-03-23 14:26:11.000
170327AP_PE_17062_17116.bsp,CASSINI,2017-03-02 23:58:55.000,2017-04-25 23:58:55.000,2017-03-27 13:16:54.000
170327AP_SCPSE_17062_17116.bsp,CASSINI,2017-03-02 23:58:55.000,2017-04-25 23:58:55.000,2017-03-27 13:16:52.000
170327AP_SE_17062_17116.bsp,CASSINI,2017-03-02 23:58:55.000,2017-04-25 23:58:55.000,2017-03-27 13:16:54.000
170327AP_SK_17062_17116.bsp,CASSINI,2017-03-02 23:58:55.000,2017-04-25 23:58:55.000,2017-03-27 13:16:53.000
170410AP_PE_17062_17116.bsp,CASSINI,2017-03-02 23:58:55.000,2017-04-25 23:58:55.000,2017-04-10 12:18:32.000
170410AP_SCPSE_17062_17116.bsp,CASSINI,2017-03-02 23:58:55.000,2017-04-25 23:58:55.000,2017-04-10 12:18:30.000
170410AP_SE_17062_17116.bsp,CASSINI,2017-03-02 23:58:55.000,2017-04-25 23:58:55.000,2017-04-10 12:18:32.000
170410AP_SK_17062_17116.bsp,CASSINI,2017-03-02 23:58:55.000,2017-04-25 23:58:55.000,2017-04-10 12:18:31.000
170417AP_PE_17062_17116.bsp,CASSINI,2017-03-02 23:58:55.000,2017-04-25 23:58:55.000,2017-04-17 12:06:44.000
170417AP_SCPSE_17062_17116.bsp,CASSINI,2017-03-02 23:58:55.000,2017-04-25 23:58:55.000,2017-04-17 12:06:41.000
170417AP_SE_17062_17116.bsp,CASSINI,2017-03-02 23:58:55.000,2017-04-25 23:58:55.000,2017-04-17 12:06:44.000
170417AP_SK_17062_17116.bsp,CASSINI,2017-03-02 23:58:55.000,2017-04-25 23:58:55.000,2017-04-17 12:06:43.000
170423AP_PE_17108_17258.bsp,CASSINI,2017-04-17 23:58:55.000,2017-09-15 10:48:55.000,2017-04-23 15:59:12.000
170423AP_SCPSE_17108_17258.bsp,CASSINI,2017-04-17 23:58:55.000,2017-09-15 10:48:55.000,2017-04-23 15:59:06.000
170423AP_SE_17108_17258.bsp,CASSINI,2017-04-17 23:58:55.000,2017-09-15 10:48:55.000,2017-04-23 15:59:12.000
170423AP_SK_17108_17258.bsp,CASSINI,2017-04-17 23:58:55.000,2017-09-15 10:48:55.000,2017-04-23 15:59:09.000
170502AP_PE_17108_17135.bsp,CASSINI,2017-04-17 23:58:55.000,2017-05-14 23:58:55.000,2017-05-02 11:24:20.000
170502AP_SCPSE_17108_17135.bsp,CASSINI,2017-04-17 23:58:55.000,2017-05-14 23:58:55.000,2017-05-02 11:24:17.000
170502AP_SE_17108_17135.bsp,CASSINI,2017-04-17 23:58:55.000,2017-05-14 23:58:55.000,2017-05-02 11:24:20.000
170502AP_SK_17108_17135.bsp,CASSINI,2017-04-17 23:58:55.000,2017-05-14 23:58:55.000,2017-05-02 11:24:18.000
170509AP_PE_17118_17258.bsp,CASSINI,2017-04-27 23:58:55.000,2017-09-15 10:48:55.000,2017-05-09 11:22:39.000
170509AP_SCPSE_17118_17258.bsp,CASSINI,2017-04-27 23:58:55.000,2017-09-15 10:48:55.000,2017-05-09 11:22:31.000
170509AP_SE_17118_17258.bsp,CASSINI,2017-04-27 23:58:55.000,2017-09-15 10:48:55.000,2017-05-09 11:22:39.000
170509AP_SK_17118_17258.bsp,CASSINI,2017-04-27 23:58:55.000,2017-09-15 10:48:55.000,2017-05-09 11:22:36.000
170509R_SCPSE_16363_17061.bsp,CASSINI,2016-12-28 08:58:55.000,2017-03-02 11:58:55.000,2017-05-09 10:42:54.000
170518AP_PE_17131_17258.bsp,CASSINI,2017-05-10 23:58:55.000,2017-09-15 10:48:55.000,2017-05-18 17:48:05.000
170518AP_SCPSE_17131_17258.bsp,CASSINI,2017-05-10 23:58:55.000,2017-09-15 10:48:55.000,2017-05-18 17:47:59.000
170518AP_SE_17131_17258.bsp,CASSINI,2017-05-10 23:58:55.000,2017-09-15 10:48:55.000,2017-05-18 17:48:06.000
170518AP_SK_17131_17258.bsp,CASSINI,2017-05-10 23:58:55.000,2017-09-15 10:48:55.000,2017-05-18 17:48:02.000
170612AP_PE_17152_17258.bsp,CASSINI,2017-05-31 23:58:55.000,2017-09-15 10:38:55.000,2017-06-12 11:30:38.000
170612AP_SCPSE_17152_17258.bsp,CASSINI,2017-05-31 23:58:55.000,2017-09-15 10:38:55.000,2017-06-12 11:30:31.000
170612AP_SE_17152_17258.bsp,CASSINI,2017-05-31 23:58:55.000,2017-09-15 10:38:55.000,2017-06-12 11:30:38.000
170612AP_SK_17152_17258.bsp,CASSINI,2017-05-31 23:58:55.000,2017-09-15 10:38:55.000,2017-06-12 11:30:35.000
170619AP_PE_17166_17258.bsp,CASSINI,2017-05-26 10:59:55.000,2017-09-15 10:41:57.000,2017-06-19 14:39:22.000
170619AP_SCPSE_17166_17258.bsp,CASSINI,2017-05-26 10:59:55.000,2017-09-15 10:41:57.000,2017-06-19 14:39:15.000
170619AP_SE_17166_17258.bsp,CASSINI,2017-05-26 10:59:55.000,2017-09-15 10:41:57.000,2017-06-19 14:39:22.000
170619AP_SK_17166_17258.bsp,CASSINI,2017-05-26 10:59:55.000,2017-09-15 10:41:57.000,2017-06-19 14:39:19.000
170626AP_PE_17166_17258.bsp,CASSINI,2017-06-14 23:59:55.000,2017-09-15 10:41:51.000,2017-06-26 12:00:05.000
170626AP_SCPSE_17166_17258.bsp,CASSINI,2017-06-14 23:59:55.000,2017-09-15 10:41:51.000,2017-06-26 11:59:59.000
170626AP_SE_17166_17258.bsp,CASSINI,2017-06-14 23:59:55.000,2017-09-15 10:41:51.000,2017-06-26 12:00:06.000
170626AP_SK_17166_17258.bsp,CASSINI,2017-06-14 23:59:55.000,2017-09-15 10:41:51.000,2017-06-26 12:00:03.000
170705AP_PE_17166_17258.bsp,CASSINI,2017-06-26 05:59:55.000,2017-09-15 10:41:54.000,2017-07-05 13:22:32.000
170705AP_SCPSE_17166_17258.bsp,CASSINI,2017-06-26 05:59:55.000,2017-09-15 10:41:54.000,2017-07-05 13:22:26.000
170705AP_SE_17166_17258.bsp,CASSINI,2017-06-26 05:59:55.000,2017-09-15 10:41:54.000,2017-07-05 13:22:32.000
170705AP_SK_17166_17258.bsp,CASSINI,2017-06-26 05:59:55.000,2017-09-15 10:41:54.000,2017-07-05 13:22:29.000
170712AP_PE_17166_17258.bsp,CASSINI,2017-06-26 05:59:55.000,2017-09-15 10:41:56.000,2017-07-12 10:12:03.000
170712AP_SCPSE_17166_17258.bsp,CASSINI,2017-06-26 05:59:55.000,2017-09-15 10:41:56.000,2017-07-12 10:11:57.000
170712AP_SE_17166_17258.bsp,CASSINI,2017-06-26 05:59:55.000,2017-09-15 10:41:56.000,2017-07-12 10:12:03.000
170712AP_SK_17166_17258.bsp,CASSINI,2017-06-26 05:59:55.000,2017-09-15 10:41:56.000,2017-07-12 10:12:00.000
170720R_SCPSE_17061_17104.bsp,CASSINI,2017-03-02 11:58:55.000,2017-04-14 22:58:55.000,2017-07-20 15:18:09.000
170731AP_PE_17203_17258.bsp,CASSINI,2017-07-22 03:59:55.000,2017-09-15 10:42:57.000,2017-07-31 11:09:41.000
170731AP_SE_17203_17258.bsp,CASSINI,2017-07-22 03:59:55.000,2017-09-15 10:42:57.000,2017-07-31 11:09:41.000
170731BP_SCPSE_17203_17258.bsp,CASSINI,2017-07-22 03:59:55.000,2017-09-15 10:42:57.000,2017-07-31 11:09:39.000
170731BP_SK_17203_17258.bsp,CASSINI,2017-07-22 03:59:55.000,2017-09-15 10:42:57.000,2017-07-31 11:09:40.000
170807AP_PE_17203_17258.bsp,CASSINI,2017-07-22 03:59:55.000,2017-09-15 10:43:13.000,2017-08-07 10:31:36.000
170807AP_SE_17203_17258.bsp,CASSINI,2017-07-22 03:59:55.000,2017-09-15 10:43:13.000,2017-08-07 10:31:36.000
170807BP_SCPSE_17203_17258.bsp,CASSINI,2017-07-22 03:59:55.000,2017-09-15 10:43:13.000,2017-08-07 10:31:33.000
170807BP_SK_17203_17258.bsp,CASSINI,2017-07-22 03:59:55.000,2017-09-15 10:43:13.000,2017-08-07 10:31:35.000
170811R_SCPSE_17104_17117.bsp,CASSINI,2017-04-14 22:58:55.000,2017-04-27 19:58:55.000,2017-08-11 14:32:25.000
170814AP_PE_17203_17258.bsp,CASSINI,2017-07-22 03:59:55.000,2017-09-15 10:44:12.000,2017-08-14 10:34:36.000
170814AP_SE_17203_17258.bsp,CASSINI,2017-07-22 03:59:55.000,2017-09-15 10:44:12.000,2017-08-14 10:34:36.000
170814BP_SCPSE_17203_17258.bsp,CASSINI,2017-07-22 03:59:55.000,2017-09-15 10:44:12.000,2017-08-14 10:34:34.000
170814BP_SK_17203_17258.bsp,CASSINI,2017-07-22 03:59:55.000,2017-09-15 10:44:12.000,2017-08-14 10:34:35.000
170815AP_PE_17203_17258.bsp,CASSINI,2017-07-22 03:59:55.000,2017-09-15 10:35:28.000,2017-08-15 13:14:50.000
170815AP_SE_17203_17258.bsp,CASSINI,2017-07-22 03:59:55.000,2017-09-15 10:35:28.000,2017-08-15 13:14:50.000
170815BP_SCPSE_17203_17258.bsp,CASSINI,2017-07-22 03:59:55.000,2017-09-15 10:35:28.000,2017-08-15 13:14:48.000
170815BP_SK_17203_17258.bsp,CASSINI,2017-07-22 03:59:55.000,2017-09-15 10:35:28.000,2017-08-15 13:14:49.000
170821AP_PE_17203_17258.bsp,CASSINI,2017-07-22 03:59:55.000,2017-09-15 10:34:06.000,2017-08-21 11:34:32.000
170821AP_SE_17203_17258.bsp,CASSINI,2017-07-22 03:59:55.000,2017-09-15 10:34:06.000,2017-08-21 11:34:33.000
170821BP_SCPSE_17203_17258.bsp,CASSINI,2017-07-22 03:59:55.000,2017-09-15 10:34:06.000,2017-08-21 11:34:30.000
170821BP_SK_17203_17258.bsp,CASSINI,2017-07-22 03:59:55.000,2017-09-15 10:34:06.000,2017-08-21 11:34:32.000
170828AP_PE_17224_17258.bsp,CASSINI,2017-08-12 03:59:55.000,2017-09-15 15:57:55.000,2017-08-28 11:08:58.000
170828AP_SE_17224_17258.bsp,CASSINI,2017-08-12 03:59:55.000,2017-09-15 15:57:55.000,2017-08-28 11:08:58.000
170828BP_SCPSE_17224_17258.bsp,CASSINI,2017-08-12 03:59:55.000,2017-09-15 15:57:55.000,2017-08-28 11:08:57.000
170828BP_SK_17224_17258.bsp,CASSINI,2017-08-12 03:59:55.000,2017-09-15 15:57:55.000,2017-08-28 11:08:57.000
170905AP_PE_17224_17258.bsp,CASSINI,2017-08-12 03:59:55.000,2017-09-15 15:57:55.000,2017-09-05 10:31:57.000
170905AP_SE_17224_17258.bsp,CASSINI,2017-08-12 03:59:55.000,2017-09-15 15:57:55.000,2017-09-05 10:31:57.000
170905BP_SCPSE_17224_17258.bsp,CASSINI,2017-08-12 03:59:55.000,2017-09-15 15:57:55.000,2017-09-05 10:31:56.000
170905BP_SK_17224_17258.bsp,CASSINI,2017-08-12 03:59:55.000,2017-09-15 15:57:55.000,2017-09-05 10:31:57.000
170911AP_PE_17224_17258.bsp,CASSINI,2017-08-12 03:59:01.000,2017-09-15 15:58:49.000,2017-09-11 10:43:18.000
170911AP_SE_17224_17258.bsp,CASSINI,2017-08-12 03:59:01.000,2017-09-15 15:58:49.000,2017-09-11 10:43:18.000
170911BP_SCPSE_17224_17258.bsp,CASSINI,2017-08-12 03:59:01.000,2017-09-15 15:58:49.000,2017-09-11 10:43:16.000
170911BP_SK_17224_17258.bsp,CASSINI,2017-08-12 03:59:01.000,2017-09-15 15:58:49.000,2017-09-11 10:43:17.000
170913AP_PE_17224_17258.bsp,CASSINI,2017-08-12 03:59:01.000,2017-09-15 15:58:49.000,2017-09-13 09:22:59.000
170913AP_SE_17224_17258.bsp,CASSINI,2017-08-12 03:59:01.000,2017-09-15 15:58:49.000,2017-09-13 09:22:59.000
170913BP_SCPSE_17224_17258.bsp,CASSINI,2017-08-12 03:59:01.000,2017-09-15 15:58:49.000,2017-09-13 09:22:57.000
170913BP_SK_17224_17258.bsp,CASSINI,2017-08-12 03:59:01.000,2017-09-15 15:58:49.000,2017-09-13 09:22:58.000
171003AP_PE_17224_17258.bsp,CASSINI,2017-08-12 03:59:01.000,2017-09-15 15:58:49.000,2017-10-03 15:09:06.000
171003AP_SE_17224_17258.bsp,CASSINI,2017-08-12 03:59:01.000,2017-09-15 15:58:49.000,2017-10-03 15:09:06.000
171003BP_SCPSE_17224_17258.bsp,CASSINI,2017-08-12 03:59:01.000,2017-09-15 15:58:49.000,2017-10-03 15:09:05.000
171003BP_SK_17224_17258.bsp,CASSINI,2017-08-12 03:59:01.000,2017-09-15 15:58:49.000,2017-10-03 15:09:05.000
171017R_SCPSE_17117_17146.bsp,CASSINI,2017-04-27 19:58:55.000,2017-05-26 10:58:55.000,2017-10-18 10:23:05.000
171024R_SCPSE_17146_17177.bsp,CASSINI,2017-05-26 10:58:55.000,2017-06-26 05:58:55.000,2017-10-30 10:54:52.000
171031R_SCPSE_17177_17224.bsp,CASSINI,2017-06-26 05:58:55.000,2017-08-12 03:58:55.000,2017-11-01 12:20:50.000
171031R_SCPSE_17177_17226.bsp,CASSINI,2017-06-26 05:58:55.000,2017-08-14 01:58:55.000,2017-10-31 16:49:11.000
171106R_SCPSE_17224_17258.bsp,CASSINI,2017-08-12 03:58:55.000,2017-09-15 10:58:55.000,2017-11-06 16:17:55.000
171214R_SCPSE_17224_17258.bsp,CASSINI,2017-08-12 03:58:55.000,2017-09-15 10:32:55.000,2017-12-15 11:14:51.000
171215R_SCPSEops_97288_17258.bsp,CASSINI,1997-10-15 00:00:00.000,2017-09-16 00:00:04.000,2017-12-15 16:37:53.000
180628RU_SCPSE_04183_04199.bsp,CASSINI-SUPER,2004-07-02 00:00:00.000,2004-07-18 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_04183_17258.bsp,CASSINI-SUPER,2004-07-02 00:00:00.000,2017-09-16 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_04199_04247.bsp,CASSINI-SUPER,2004-07-18 00:00:00.000,2004-09-04 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_04247_04336.bsp,CASSINI-SUPER,2004-09-04 00:00:00.000,2004-12-02 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_04336_05015.bsp,CASSINI-SUPER,2004-12-02 00:00:00.000,2005-01-16 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_05015_05034.bsp,CASSINI-SUPER,2005-01-16 00:00:00.000,2005-02-04 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_05034_05060.bsp,CASSINI-SUPER,2005-02-04 00:00:00.000,2005-03-02 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_05060_05081.bsp,CASSINI-SUPER,2005-03-02 00:00:00.000,2005-03-23 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_05081_05097.bsp,CASSINI-SUPER,2005-03-23 00:00:00.000,2005-04-08 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_05097_05114.bsp,CASSINI-SUPER,2005-04-08 00:00:00.000,2005-04-25 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_05114_05132.bsp,CASSINI-SUPER,2005-04-25 00:00:00.000,2005-05-13 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_05132_05150.bsp,CASSINI-SUPER,2005-05-13 00:00:00.000,2005-05-31 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_05150_05169.bsp,CASSINI-SUPER,2005-05-31 00:00:00.000,2005-06-19 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_05169_05186.bsp,CASSINI-SUPER,2005-06-19 00:00:00.000,2005-07-06 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_05186_05205.bsp,CASSINI-SUPER,2005-07-06 00:00:00.000,2005-07-25 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_05205_05225.bsp,CASSINI-SUPER,2005-07-25 00:00:00.000,2005-08-14 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_05225_05245.bsp,CASSINI-SUPER,2005-08-14 00:00:00.000,2005-09-03 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_05245_05257.bsp,CASSINI-SUPER,2005-09-03 00:00:00.000,2005-09-15 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_05257_05275.bsp,CASSINI-SUPER,2005-09-15 00:00:00.000,2005-10-03 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_05275_05293.bsp,CASSINI-SUPER,2005-10-03 00:00:00.000,2005-10-21 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_05293_05320.bsp,CASSINI-SUPER,2005-10-21 00:00:00.000,2005-11-17 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_05320_05348.bsp,CASSINI-SUPER,2005-11-17 00:00:00.000,2005-12-15 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_05348_06005.bsp,CASSINI-SUPER,2005-12-15 00:00:00.000,2006-01-06 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_06005_06036.bsp,CASSINI-SUPER,2006-01-06 00:00:00.000,2006-02-06 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_06036_06068.bsp,CASSINI-SUPER,2006-02-06 00:00:00.000,2006-03-10 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_06068_06099.bsp,CASSINI-SUPER,2006-03-10 00:00:00.000,2006-04-10 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_06099_06130.bsp,CASSINI-SUPER,2006-04-10 00:00:00.000,2006-05-11 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_06130_06162.bsp,CASSINI-SUPER,2006-05-11 00:00:00.000,2006-06-12 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_06162_06193.bsp,CASSINI-SUPER,2006-06-12 00:00:00.000,2006-07-13 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_06193_06217.bsp,CASSINI-SUPER,2006-07-13 00:00:00.000,2006-08-06 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_06217_06240.bsp,CASSINI-SUPER,2006-08-06 00:00:00.000,2006-08-29 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_06240_06260.bsp,CASSINI-SUPER,2006-08-29 00:00:00.000,2006-09-18 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_06260_06276.bsp,CASSINI-SUPER,2006-09-18 00:00:00.000,2006-10-04 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_06276_06292.bsp,CASSINI-SUPER,2006-10-04 00:00:00.000,2006-10-20 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_06292_06308.bsp,CASSINI-SUPER,2006-10-20 00:00:00.000,2006-11-05 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_06308_06318.bsp,CASSINI-SUPER,2006-11-05 00:00:00.000,2006-11-15 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_06318_06332.bsp,CASSINI-SUPER,2006-11-15 00:00:00.000,2006-11-29 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_06332_06342.bsp,CASSINI-SUPER,2006-11-29 00:00:00.000,2006-12-09 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_06342_06356.bsp,CASSINI-SUPER,2006-12-09 00:00:00.000,2006-12-23 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_06356_07008.bsp,CASSINI-SUPER,2006-12-23 00:00:00.000,2007-01-09 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_07008_07023.bsp,CASSINI-SUPER,2007-01-09 00:00:00.000,2007-01-24 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_07023_07042.bsp,CASSINI-SUPER,2007-01-24 00:00:00.000,2007-02-12 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_07042_07062.bsp,CASSINI-SUPER,2007-02-12 00:00:00.000,2007-03-04 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_07062_07077.bsp,CASSINI-SUPER,2007-03-04 00:00:00.000,2007-03-19 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_07077_07094.bsp,CASSINI-SUPER,2007-03-19 00:00:00.000,2007-04-05 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_07094_07106.bsp,CASSINI-SUPER,2007-04-05 00:00:00.000,2007-04-17 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_07106_07125.bsp,CASSINI-SUPER,2007-04-17 00:00:00.000,2007-05-06 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_07125_07140.bsp,CASSINI-SUPER,2007-05-06 00:00:00.000,2007-05-21 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_07140_07155.bsp,CASSINI-SUPER,2007-05-21 00:00:00.000,2007-06-05 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_07155_07170.bsp,CASSINI-SUPER,2007-06-05 00:00:00.000,2007-06-20 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_07170_07191.bsp,CASSINI-SUPER,2007-06-20 00:00:00.000,2007-07-11 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_07191_07221.bsp,CASSINI-SUPER,2007-07-11 00:00:00.000,2007-08-10 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_07221_07262.bsp,CASSINI-SUPER,2007-08-10 00:00:00.000,2007-09-20 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_07262_07309.bsp,CASSINI-SUPER,2007-09-20 00:00:00.000,2007-11-06 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_07309_07329.bsp,CASSINI-SUPER,2007-11-06 00:00:00.000,2007-11-26 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_07329_07345.bsp,CASSINI-SUPER,2007-11-26 00:00:00.000,2007-12-12 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_07345_07365.bsp,CASSINI-SUPER,2007-12-12 00:00:00.000,2008-01-01 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_07365_08045.bsp,CASSINI-SUPER,2008-01-01 00:00:00.000,2008-02-15 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_08045_08067.bsp,CASSINI-SUPER,2008-02-15 00:00:00.000,2008-03-08 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_08067_08078.bsp,CASSINI-SUPER,2008-03-08 00:00:00.000,2008-03-19 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_08078_08126.bsp,CASSINI-SUPER,2008-03-19 00:00:00.000,2008-05-06 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_08126_08141.bsp,CASSINI-SUPER,2008-05-06 00:00:00.000,2008-05-21 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_08141_08206.bsp,CASSINI-SUPER,2008-05-21 00:00:00.000,2008-07-25 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_08206_08220.bsp,CASSINI-SUPER,2008-07-25 00:00:00.000,2008-08-08 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_08220_08272.bsp,CASSINI-SUPER,2008-08-08 00:00:00.000,2008-09-29 00:00:00.000,2018-06-28 00:00:00.000
180628RU_SCPSE_08272_08294.bsp,CASSINI-SUPER,2008-09-29 00:00:00.000,2008-10-21 00:00:00.000,2018-06-28 00:00:00.000
