,Spacecraft,Start,Stop,Created
090209AP_SCPSE_09037_09090.bsp,CASSINI,2009-02-06 08:50:51.000,2009-03-31 05:58:55.000,2009-02-09 12:52:27.000
090209AP_SE_09037_09090.bsp,CASSINI,2009-02-06 08:50:51.000,2009-03-31 05:58:55.000,2009-02-09 12:52:55.000
090209AP_SK_09037_09090.bsp,CASSINI,2009-02-06 08:50:51.000,2009-03-31 05:58:55.000,2009-02-09 12:52:34.000
090225R_SCPSE_08350_09028.bsp,CASSINI,2008-12-15 01:58:55.000,2009-01-28 17:58:55.000,2009-02-25 13:55:37.000
090305AP_PE_09064_09090.bsp,CASSINI,2009-03-05 10:43:04.000,2009-03-31 05:58:55.000,2009-03-05 10:50:13.000
090305AP_SCPSE_09064_09090.bsp,CASSINI,2009-03-05 10:43:04.000,2009-03-31 05:58:55.000,2009-03-05 10:50:03.000
090305AP_SE_09064_09090.bsp,CASSINI,2009-03-05 10:43:04.000,2009-03-31 05:58:55.000,2009-03-05 10:50:13.000
090305AP_SK_09064_09090.bsp,CASSINI,2009-03-05 10:43:04.000,2009-03-31 05:58:55.000,2009-03-05 10:50:06.000
090316AP_PE_09075_09090.bsp,CASSINI,2009-03-15 12:03:55.000,2009-03-31 05:58:55.000,2009-03-16 15:03:15.000
090316AP_SCPSE_09075_09090.bsp,CASSINI,2009-03-15 12:03:55.000,2009-03-31 05:58:55.000,2009-03-16 15:03:08.000
090316AP_SE_09075_09090.bsp,CASSINI,2009-03-15 12:03:55.000,2009-03-31 05:58:55.000,2009-03-16 15:03:15.000
090316AP_SK_09075_09090.bsp,CASSINI,2009-03-15 12:03:55.000,2009-03-31 05:58:55.000,2009-03-16 15:03:09.000
090320AP_PE_09079_09090.bsp,CASSINI,2009-03-20 11:42:23.000,2009-03-31 05:58:55.000,2009-03-20 11:48:06.000
090320AP_SCPSE_09079_09090.bsp,CASSINI,2009-03-20 11:42:23.000,2009-03-31 05:58:55.000,2009-03-20 11:48:00.000
090320AP_SE_09079_09090.bsp,CASSINI,2009-03-20 11:42:23.000,2009-03-31 05:58:55.000,2009-03-20 11:48:06.000
090320AP_SK_09079_09090.bsp,CASSINI,2009-03-20 11:42:23.000,2009-03-31 05:58:55.000,2009-03-20 11:48:01.000
090320BP_SCPSE_09079_09090.bsp,CASSINI,2009-03-20 11:42:23.000,2009-03-31 05:58:55.000,2009-03-20 11:48:03.000
090320BP_SK_09079_09090.bsp,CASSINI,2009-03-20 11:42:23.000,2009-03-31 05:58:55.000,2009-03-20 11:48:04.000
090322AP_PE_09081_09090.bsp,CASSINI,2009-03-21 19:18:55.000,2009-03-31 05:58:55.000,2009-03-22 12:19:55.000
090322AP_SE_09081_09090.bsp,CASSINI,2009-03-21 19:18:55.000,2009-03-31 05:58:55.000,2009-03-22 12:19:55.000
090322BP_SCPSE_09081_09090.bsp,CASSINI,2009-03-21 19:18:55.000,2009-03-31 05:58:55.000,2009-03-22 12:19:51.000
090322BP_SK_09081_09090.bsp,CASSINI,2009-03-21 19:18:55.000,2009-03-31 05:58:55.000,2009-03-22 12:19:53.000
090328AP_PE_09085_09099.bsp,CASSINI,2009-03-26 04:43:36.000,2009-04-09 05:58:55.000,2009-03-28 13:41:01.000
090328AP_SCPSE_09085_09099.bsp,CASSINI,2009-03-26 04:43:36.000,2009-04-09 05:58:55.000,2009-03-28 13:40:51.000
090328AP_SE_09085_09099.bsp,CASSINI,2009-03-26 04:43:36.000,2009-04-09 05:58:55.000,2009-03-28 13:41:02.000
090328AP_SK_09085_09099.bsp,CASSINI,2009-03-26 04:43:36.000,2009-04-09 05:58:55.000,2009-03-28 13:40:54.000
090406AP_PE_09093_09115.bsp,CASSINI,2009-04-03 01:47:48.000,2009-04-25 10:58:55.000,2009-04-06 11:52:52.000
090406AP_SE_09093_09115.bsp,CASSINI,2009-04-03 01:47:48.000,2009-04-25 10:58:55.000,2009-04-06 11:52:52.000
090406BP_SCPSE_09093_09115.bsp,CASSINI,2009-04-03 01:47:48.000,2009-04-25 10:58:55.000,2009-04-06 11:52:47.000
090406BP_SK_09093_09115.bsp,CASSINI,2009-04-03 01:47:48.000,2009-04-25 10:58:55.000,2009-04-06 11:52:49.000
090409AP_PE_09093_09115.bsp,CASSINI,2009-04-03 01:47:48.000,2009-04-25 04:58:55.000,2009-04-09 11:31:09.000
090409AP_SCPSE_09093_09115.bsp,CASSINI,2009-04-03 01:47:48.000,2009-04-25 04:58:55.000,2009-04-09 11:31:01.000
090409AP_SE_09093_09115.bsp,CASSINI,2009-04-03 01:47:48.000,2009-04-25 04:58:55.000,2009-04-09 11:31:09.000
090409AP_SK_09093_09115.bsp,CASSINI,2009-04-03 01:47:48.000,2009-04-25 04:58:55.000,2009-04-09 11:31:03.000
090415AP_PE_09105_09115.bsp,CASSINI,2009-04-14 17:31:55.000,2009-04-25 11:58:55.000,2009-04-15 13:02:59.000
090415AP_SE_09105_09115.bsp,CASSINI,2009-04-14 17:31:55.000,2009-04-25 11:58:55.000,2009-04-15 13:02:59.000
090415BP_SCPSE_09105_09115.bsp,CASSINI,2009-04-14 17:31:55.000,2009-04-25 11:58:55.000,2009-04-15 13:02:57.000
090415BP_SK_09105_09115.bsp,CASSINI,2009-04-14 17:31:55.000,2009-04-25 11:58:55.000,2009-04-15 13:02:58.000
090421AP_PE_09109_09130.bsp,CASSINI,2009-04-19 00:20:45.000,2009-05-10 17:58:55.000,2009-04-21 11:32:29.000
090421AP_SCPSE_09109_09130.bsp,CASSINI,2009-04-19 00:20:45.000,2009-05-10 17:58:55.000,2009-04-21 11:32:23.000
090421AP_SE_09109_09130.bsp,CASSINI,2009-04-19 00:20:45.000,2009-05-10 17:58:55.000,2009-04-21 11:32:30.000
090421AP_SK_09109_09130.bsp,CASSINI,2009-04-19 00:20:45.000,2009-05-10 17:58:55.000,2009-04-21 11:32:25.000
090421BP_SCPSE_09109_09130.bsp,CASSINI,2009-04-19 00:20:45.000,2009-05-10 17:58:55.000,2009-04-21 11:32:26.000
090421BP_SK_09109_09130.bsp,CASSINI,2009-04-19 00:20:45.000,2009-05-10 17:58:55.000,2009-04-21 11:32:28.000
090422AP_PE_09109_09130.bsp,CASSINI,2009-04-19 00:20:45.000,2009-05-10 17:58:55.000,2009-04-22 10:56:31.000
090422AP_SE_09109_09130.bsp,CASSINI,2009-04-19 00:20:45.000,2009-05-10 17:58:55.000,2009-04-22 10:56:31.000
090422BP_SCPSE_09109_09130.bsp,CASSINI,2009-04-19 00:20:45.000,2009-05-10 17:58:55.000,2009-04-22 10:56:28.000
090422BP_SK_09109_09130.bsp,CASSINI,2009-04-19 00:20:45.000,2009-05-10 17:58:55.000,2009-04-22 10:56:30.000
090423R_SCPSE_09028_09075.bsp,CASSINI,2009-01-28 17:58:55.000,2009-03-16 11:58:55.000,2009-04-23 14:07:44.000
090427AP_PE_09117_09130.bsp,CASSINI,2009-04-25 23:00:55.000,2009-05-10 17:58:55.000,2009-04-27 11:55:29.000
090427AP_SCPSE_09117_09130.bsp,CASSINI,2009-04-25 23:00:55.000,2009-05-10 17:58:55.000,2009-04-27 11:55:24.000
090427AP_SE_09117_09130.bsp,CASSINI,2009-04-25 23:00:55.000,2009-05-10 17:58:55.000,2009-04-27 11:55:29.000
090427AP_SK_09117_09130.bsp,CASSINI,2009-04-25 23:00:55.000,2009-05-10 17:58:55.000,2009-04-27 11:55:26.000
090501AP_PE_09121_09130.bsp,CASSINI,2009-04-30 09:00:55.000,2009-05-10 17:58:55.000,2009-05-01 12:23:15.000
090501AP_SE_09121_09130.bsp,CASSINI,2009-04-30 09:00:55.000,2009-05-10 17:58:55.000,2009-05-01 12:23:15.000
090501BP_SCPSE_09121_09130.bsp,CASSINI,2009-04-30 09:00:55.000,2009-05-10 17:58:55.000,2009-05-01 12:23:13.000
090501BP_SK_09121_09130.bsp,CASSINI,2009-04-30 09:00:55.000,2009-05-10 17:58:55.000,2009-05-01 12:23:14.000
090507AP_PE_09124_09146.bsp,CASSINI,2009-05-04 22:54:15.000,2009-05-26 17:58:55.000,2009-05-07 10:23:22.000
090507AP_RE_90165_18018.bsp,CASSINI-SUPER,2090-06-15 00:00:00.000,2018-01-19 00:00:00.000,2009-05-07 00:00:00.000
090507AP_SE_09124_09146.bsp,CASSINI,2009-05-04 22:54:15.000,2009-05-26 17:58:55.000,2009-05-07 10:23:22.000
090507BP_SCPSE_09124_09146.bsp,CASSINI,2009-05-04 22:54:15.000,2009-05-26 17:58:55.000,2009-05-07 10:23:18.000
090507BP_SK_09124_09146.bsp,CASSINI,2009-05-04 22:54:15.000,2009-05-26 17:58:55.000,2009-05-07 10:23:20.000
090507R_SCPSE_09075_09089.bsp,CASSINI,2009-03-16 11:58:55.000,2009-03-30 15:58:55.000,2009-05-07 14:25:54.000
090512AP_PE_09132_09146.bsp,CASSINI,2009-05-11 21:58:55.000,2009-05-26 17:58:55.000,2009-05-12 11:16:40.000
090512AP_SCPSE_09132_09146.bsp,CASSINI,2009-05-11 21:58:55.000,2009-05-26 17:58:55.000,2009-05-12 11:16:33.000
090512AP_SE_09132_09146.bsp,CASSINI,2009-05-11 21:58:55.000,2009-05-26 17:58:55.000,2009-05-12 11:16:40.000
090512AP_SK_09132_09146.bsp,CASSINI,2009-05-11 21:58:55.000,2009-05-26 17:58:55.000,2009-05-12 11:16:35.000
090517AP_PE_09137_09146.bsp,CASSINI,2009-05-16 07:43:55.000,2009-05-26 16:58:55.000,2009-05-17 17:09:24.000
090517AP_SCPSE_09137_09146.bsp,CASSINI,2009-05-16 07:43:55.000,2009-05-26 16:58:55.000,2009-05-17 17:09:07.000
090517AP_SE_09137_09146.bsp,CASSINI,2009-05-16 07:43:55.000,2009-05-26 16:58:55.000,2009-05-17 17:09:24.000
090517AP_SK_09137_09146.bsp,CASSINI,2009-05-16 07:43:55.000,2009-05-26 16:58:55.000,2009-05-17 17:09:12.000
090520R_SCPSE_09089_09104.bsp,CASSINI,2009-03-30 15:58:55.000,2009-04-14 19:58:55.000,2009-05-20 17:25:21.000
090524AP_PE_09140_09162.bsp,CASSINI,2009-05-20 21:26:42.000,2009-06-11 17:58:55.000,2009-05-24 08:56:05.000
090524AP_SE_09140_09162.bsp,CASSINI,2009-05-20 21:26:42.000,2009-06-11 17:58:55.000,2009-05-24 08:56:05.000
090524BP_SCPSE_09140_09162.bsp,CASSINI,2009-05-20 21:26:42.000,2009-06-11 17:58:55.000,2009-05-24 08:55:45.000
090524BP_SK_09140_09162.bsp,CASSINI,2009-05-20 21:26:42.000,2009-06-11 17:58:55.000,2009-05-24 08:55:52.000
090528AP_PE_09148_09162.bsp,CASSINI,2009-05-27 20:56:55.000,2009-06-11 17:58:55.000,2009-05-28 11:54:23.000
090528AP_SCPSE_09148_09162.bsp,CASSINI,2009-05-27 20:56:55.000,2009-06-11 17:58:55.000,2009-05-28 11:54:08.000
090528AP_SE_09148_09162.bsp,CASSINI,2009-05-27 20:56:55.000,2009-06-11 17:58:55.000,2009-05-28 11:54:23.000
090528AP_SK_09148_09162.bsp,CASSINI,2009-05-27 20:56:55.000,2009-06-11 17:58:55.000,2009-05-28 11:54:12.000
090609AP_PE_09156_09179.bsp,CASSINI,2009-06-05 20:00:00.000,2009-06-28 15:58:55.000,2009-06-09 13:38:48.000
090609AP_SCPSE_09156_09179.bsp,CASSINI,2009-06-05 20:00:00.000,2009-06-28 15:58:55.000,2009-06-09 13:38:14.000
090609AP_SE_09156_09179.bsp,CASSINI,2009-06-05 20:00:00.000,2009-06-28 15:58:55.000,2009-06-09 13:38:48.000
090609AP_SK_09156_09179.bsp,CASSINI,2009-06-05 20:00:00.000,2009-06-28 15:58:55.000,2009-06-09 13:38:23.000
090609R_SCPSE_09104_09120.bsp,CASSINI,2009-04-14 19:58:55.000,2009-04-30 05:58:55.000,2009-06-11 13:12:40.000
090612AP_PE_09163_09179.bsp,CASSINI,2009-06-12 13:24:55.000,2009-06-28 15:58:55.000,2009-06-12 14:38:57.000
090612AP_SCPSE_09163_09179.bsp,CASSINI,2009-06-12 13:24:55.000,2009-06-28 15:58:55.000,2009-06-12 14:38:40.000
090612AP_SE_09163_09179.bsp,CASSINI,2009-06-12 13:24:55.000,2009-06-28 15:58:55.000,2009-06-12 14:38:57.000
090612AP_SK_09163_09179.bsp,CASSINI,2009-06-12 13:24:55.000,2009-06-28 15:58:55.000,2009-06-12 14:38:45.000
090617AP_PE_09168_09179.bsp,CASSINI,2009-06-17 05:38:55.000,2009-06-28 15:58:55.000,2009-06-17 10:22:02.000
090617AP_SE_09168_09179.bsp,CASSINI,2009-06-17 05:38:55.000,2009-06-28 15:58:55.000,2009-06-17 10:22:02.000
090617BP_SCPSE_09168_09179.bsp,CASSINI,2009-06-17 05:38:55.000,2009-06-28 15:58:55.000,2009-06-17 10:21:54.000
090617BP_SK_09168_09179.bsp,CASSINI,2009-06-17 05:38:55.000,2009-06-28 15:58:55.000,2009-06-17 10:21:58.000
090624R_SCPSE_09120_09136.bsp,CASSINI,2009-04-30 05:58:55.000,2009-05-16 11:58:55.000,2009-06-24 10:11:25.000
090625AP_PE_09172_09195.bsp,CASSINI,2009-06-21 18:32:36.000,2009-07-14 11:58:55.000,2009-06-25 11:28:29.000
090625AP_SCPSE_09172_09195.bsp,CASSINI,2009-06-21 18:32:36.000,2009-07-14 11:58:55.000,2009-06-25 11:27:59.000
090625AP_SE_09172_09195.bsp,CASSINI,2009-06-21 18:32:36.000,2009-07-14 11:58:55.000,2009-06-25 11:28:29.000
090625AP_SK_09172_09195.bsp,CASSINI,2009-06-21 18:32:36.000,2009-07-14 11:58:55.000,2009-06-25 11:28:06.000
090629AP_PE_09180_09195.bsp,CASSINI,2009-06-28 12:22:55.000,2009-07-14 11:58:55.000,2009-06-29 12:53:29.000
090629AP_SCPSE_09180_09195.bsp,CASSINI,2009-06-28 12:22:55.000,2009-07-14 11:58:55.000,2009-06-29 12:53:11.000
090629AP_SE_09180_09195.bsp,CASSINI,2009-06-28 12:22:55.000,2009-07-14 11:58:55.000,2009-06-29 12:53:30.000
090629AP_SK_09180_09195.bsp,CASSINI,2009-06-28 12:22:55.000,2009-07-14 11:58:55.000,2009-06-29 12:53:15.000
090701R_SCPSE_09136_09153.bsp,CASSINI,2009-05-16 11:58:55.000,2009-06-02 05:58:55.000,2009-07-01 14:27:29.000
090703AP_PE_09184_09195.bsp,CASSINI,2009-07-03 04:36:55.000,2009-07-14 11:58:55.000,2009-07-03 13:54:10.000
090703AP_SE_09184_09195.bsp,CASSINI,2009-07-03 04:36:55.000,2009-07-14 11:58:55.000,2009-07-03 13:54:10.000
090703BP_SCPSE_09184_09195.bsp,CASSINI,2009-07-03 04:36:55.000,2009-07-14 11:58:55.000,2009-07-03 13:54:07.000
090703BP_SK_09184_09195.bsp,CASSINI,2009-07-03 04:36:55.000,2009-07-14 11:58:55.000,2009-07-03 13:54:08.000
090708R_SCPSE_09153_09168.bsp,CASSINI,2009-06-02 05:58:55.000,2009-06-17 11:58:55.000,2009-07-08 10:33:40.000
090711AP_PE_09188_09213.bsp,CASSINI,2009-07-07 17:04:04.000,2009-08-01 11:58:55.000,2009-07-11 11:45:02.000
090711AP_SCPSE_09188_09213.bsp,CASSINI,2009-07-07 17:04:04.000,2009-08-01 11:58:55.000,2009-07-11 11:44:51.000
090711AP_SE_09188_09213.bsp,CASSINI,2009-07-07 17:04:04.000,2009-08-01 11:58:55.000,2009-07-11 11:45:02.000
090711AP_SK_09188_09213.bsp,CASSINI,2009-07-07 17:04:04.000,2009-08-01 11:58:55.000,2009-07-11 11:44:54.000
090716AP_PE_09197_09213.bsp,CASSINI,2009-07-15 03:50:55.000,2009-08-01 11:58:55.000,2009-07-16 11:09:15.000
090716AP_SCPSE_09197_09213.bsp,CASSINI,2009-07-15 03:50:55.000,2009-08-01 11:58:55.000,2009-07-16 11:09:09.000
090716AP_SE_09197_09213.bsp,CASSINI,2009-07-15 03:50:55.000,2009-08-01 11:58:55.000,2009-07-16 11:09:15.000
090716AP_SK_09197_09213.bsp,CASSINI,2009-07-15 03:50:55.000,2009-08-01 11:58:55.000,2009-07-16 11:09:10.000
090720AP_PE_09201_09213.bsp,CASSINI,2009-07-19 03:34:55.000,2009-08-01 11:58:55.000,2009-07-20 10:20:31.000
090720AP_SE_09201_09213.bsp,CASSINI,2009-07-19 03:34:55.000,2009-08-01 11:58:55.000,2009-07-20 10:20:31.000
090720BP_SCPSE_09201_09213.bsp,CASSINI,2009-07-19 03:34:55.000,2009-08-01 11:58:55.000,2009-07-20 10:20:28.000
090720BP_SK_09201_09213.bsp,CASSINI,2009-07-19 03:34:55.000,2009-08-01 11:58:55.000,2009-07-20 10:20:30.000
090721AP_PE_09198_17265.bsp,CASSINI,2009-07-17 15:51:59.000,2017-09-21 23:58:54.000,2009-08-03 17:33:46.000
090721AP_SCPSE_09198_17265.bsp,CASSINI,2009-07-17 15:51:59.000,2017-09-21 23:58:55.000,2009-08-03 18:43:35.000
090721AP_SE_09198_17265.bsp,CASSINI,2009-07-17 15:51:59.000,2017-09-21 23:58:54.000,2009-08-03 17:33:43.000
090721AP_SK_09198_17265.bsp,CASSINI,2009-07-17 15:52:00.000,2017-09-21 23:58:55.000,2009-08-03 18:43:31.000
090727AP_PE_09204_09225.bsp,CASSINI,2009-07-23 15:34:04.000,2009-08-13 11:58:55.000,2009-07-27 11:31:03.000
090727AP_SCPSE_09204_09225.bsp,CASSINI,2009-07-23 15:34:04.000,2009-08-13 11:58:55.000,2009-07-27 11:30:53.000
090727AP_SE_09204_09225.bsp,CASSINI,2009-07-23 15:34:04.000,2009-08-13 11:58:55.000,2009-07-27 11:31:03.000
090727AP_SK_09204_09225.bsp,CASSINI,2009-07-23 15:34:04.000,2009-08-13 11:58:55.000,2009-07-27 11:30:56.000
090731AP_PE_09212_09225.bsp,CASSINI,2009-07-30 10:33:55.000,2009-08-13 11:58:55.000,2009-07-31 11:12:07.000
090731AP_SCPSE_09212_09225.bsp,CASSINI,2009-07-30 10:33:55.000,2009-08-13 11:58:55.000,2009-07-31 11:12:00.000
090731AP_SE_09212_09225.bsp,CASSINI,2009-07-30 10:33:55.000,2009-08-13 11:58:55.000,2009-07-31 11:12:07.000
090731AP_SK_09212_09225.bsp,CASSINI,2009-07-30 10:33:55.000,2009-08-13 11:58:55.000,2009-07-31 11:12:02.000
090805AP_PE_09217_09225.bsp,CASSINI,2009-08-04 10:03:55.000,2009-08-13 11:58:55.000,2009-08-05 12:09:51.000
090805AP_SE_09217_09225.bsp,CASSINI,2009-08-04 10:03:55.000,2009-08-13 11:58:55.000,2009-08-05 12:09:51.000
090805BP_SCPSE_09217_09225.bsp,CASSINI,2009-08-04 10:03:55.000,2009-08-13 11:58:55.000,2009-08-05 12:09:49.000
090805BP_SK_09217_09225.bsp,CASSINI,2009-08-04 10:03:55.000,2009-08-13 11:58:55.000,2009-08-05 12:09:50.000
090806R_SCPSE_09168_09184.bsp,CASSINI,2009-06-17 11:58:55.000,2009-07-03 05:58:55.000,2009-08-06 14:00:04.000
090811AP_PE_09220_09244.bsp,CASSINI,2009-08-08 14:03:54.000,2009-09-01 04:27:39.000,2009-08-11 12:36:30.000
090811AP_SE_09220_09244.bsp,CASSINI,2009-08-08 14:03:54.000,2009-09-01 04:27:39.000,2009-08-11 12:36:30.000
090811BP_SCPSE_09220_09244.bsp,CASSINI,2009-08-08 14:03:54.000,2009-09-01 04:27:39.000,2009-08-11 12:36:24.000
090811BP_SK_09220_09244.bsp,CASSINI,2009-08-08 14:03:54.000,2009-09-01 04:27:39.000,2009-08-11 12:36:27.000
090813AP_PE_09225_09244.bsp,CASSINI,2009-08-13 12:00:21.000,2009-09-01 04:27:39.000,2009-08-13 12:07:14.000
090813AP_SCPSE_09225_09244.bsp,CASSINI,2009-08-13 12:00:21.000,2009-09-01 04:27:39.000,2009-08-13 12:07:07.000
090813AP_SE_09225_09244.bsp,CASSINI,2009-08-13 12:00:21.000,2009-09-01 04:27:39.000,2009-08-13 12:07:14.000
090813AP_SK_09225_09244.bsp,CASSINI,2009-08-13 12:00:21.000,2009-09-01 04:27:39.000,2009-08-13 12:07:09.000
090817R_SCPSE_09184_09200.bsp,CASSINI,2009-07-03 05:58:55.000,2009-07-19 11:58:55.000,2009-08-17 13:23:18.000
090820AP_PE_09232_09250.bsp,CASSINI,2009-08-19 15:32:55.000,2009-09-07 17:58:55.000,2009-08-20 11:42:33.000
090820AP_SE_09232_09250.bsp,CASSINI,2009-08-19 15:32:55.000,2009-09-07 17:58:55.000,2009-08-20 11:42:33.000
090820BP_SCPSE_09232_09250.bsp,CASSINI,2009-08-19 15:32:55.000,2009-09-07 17:58:55.000,2009-08-20 11:42:30.000
090820BP_SK_09232_09250.bsp,CASSINI,2009-08-19 15:32:55.000,2009-09-07 17:58:55.000,2009-08-20 11:42:31.000
090828AP_PE_09236_09290.bsp,CASSINI,2009-08-24 12:51:38.000,2009-10-17 17:58:55.000,2009-08-28 12:46:36.000
090828AP_SCPSE_09236_09290.bsp,CASSINI,2009-08-24 12:51:38.000,2009-10-17 17:58:55.000,2009-08-28 12:46:17.000
090828AP_SE_09236_09290.bsp,CASSINI,2009-08-24 12:51:38.000,2009-10-17 17:58:55.000,2009-08-28 12:46:36.000
090828AP_SK_09236_09290.bsp,CASSINI,2009-08-24 12:51:38.000,2009-10-17 17:58:55.000,2009-08-28 12:46:21.000
090903AP_PE_09246_09290.bsp,CASSINI,2009-09-02 14:46:55.000,2009-10-17 17:58:55.000,2009-09-03 11:02:23.000
090903AP_SCPSE_09246_09290.bsp,CASSINI,2009-09-02 14:46:55.000,2009-10-17 17:58:55.000,2009-09-03 11:02:10.000
090903AP_SE_09246_09290.bsp,CASSINI,2009-09-02 14:46:55.000,2009-10-17 17:58:55.000,2009-09-03 11:02:23.000
090903AP_SK_09246_09290.bsp,CASSINI,2009-09-02 14:46:55.000,2009-10-17 17:58:55.000,2009-09-03 11:02:13.000
090921R_SCPSE_09200_09215.bsp,CASSINI,2009-07-19 11:58:55.000,2009-08-03 11:58:55.000,2009-09-22 10:10:28.000
090924R_SCPSE_09215_09231.bsp,CASSINI,2009-08-03 11:58:55.000,2009-08-19 11:58:55.000,2009-09-24 09:53:47.000
090928AP_PE_09271_09290.bsp,CASSINI,2009-09-28 15:05:09.000,2009-10-17 17:58:55.000,2009-09-28 15:15:31.000
090928AP_SCPSE_09271_09290.bsp,CASSINI,2009-09-28 15:05:09.000,2009-10-17 17:58:55.000,2009-09-28 15:15:23.000
090928AP_SE_09271_09290.bsp,CASSINI,2009-09-28 15:05:09.000,2009-10-17 17:58:55.000,2009-09-28 15:15:31.000
090928AP_SK_09271_09290.bsp,CASSINI,2009-09-28 15:05:09.000,2009-10-17 17:58:55.000,2009-09-28 15:15:25.000
091005AP_PE_09248_17265.bsp,CASSINI,2009-09-05 02:48:00.000,2017-09-21 23:58:55.000,2009-10-06 07:48:15.000
091005AP_SCPSE_09248_17265.bsp,CASSINI,2009-09-05 02:48:00.000,2017-09-21 23:58:55.000,2009-10-06 08:05:20.000
091005AP_SE_09248_17265.bsp,CASSINI,2009-09-05 02:48:00.000,2017-09-21 23:58:55.000,2009-10-06 07:48:08.000
091005AP_SK_09248_17265.bsp,CASSINI,2009-09-05 02:48:00.000,2017-09-21 23:58:55.000,2009-10-06 08:05:11.000
091007AP_PE_09280_09290.bsp,CASSINI,2009-10-06 23:02:55.000,2009-10-17 17:58:55.000,2009-10-07 11:21:03.000
091007AP_SCPSE_09280_09290.bsp,CASSINI,2009-10-06 23:02:55.000,2009-10-17 17:58:55.000,2009-10-07 11:20:56.000
091007AP_SE_09280_09290.bsp,CASSINI,2009-10-06 23:02:55.000,2009-10-17 17:58:55.000,2009-10-07 11:21:03.000
091007AP_SK_09280_09290.bsp,CASSINI,2009-10-06 23:02:55.000,2009-10-17 17:58:55.000,2009-10-07 11:20:58.000
091015AP_PE_09284_09310.bsp,CASSINI,2009-10-11 08:36:24.000,2009-11-06 12:58:55.000,2009-10-15 06:21:39.000
091015AP_SCPSE_09284_09310.bsp,CASSINI,2009-10-11 08:36:24.000,2009-11-06 12:58:55.000,2009-10-15 06:21:32.000
091015AP_SE_09284_09310.bsp,CASSINI,2009-10-11 08:36:24.000,2009-11-06 12:58:55.000,2009-10-15 06:21:39.000
091015AP_SK_09284_09310.bsp,CASSINI,2009-10-11 08:36:24.000,2009-11-06 12:58:55.000,2009-10-15 06:21:34.000
091019AP_PE_09292_09310.bsp,CASSINI,2009-10-18 12:02:55.000,2009-11-06 12:58:55.000,2009-10-19 12:16:10.000
091019AP_SCPSE_09292_09310.bsp,CASSINI,2009-10-18 12:02:55.000,2009-11-06 12:58:55.000,2009-10-19 12:16:06.000
091019AP_SE_09292_09310.bsp,CASSINI,2009-10-18 12:02:55.000,2009-11-06 12:58:55.000,2009-10-19 12:16:10.000
091019AP_SK_09292_09310.bsp,CASSINI,2009-10-18 12:02:55.000,2009-11-06 12:58:55.000,2009-10-19 12:16:07.000
091026AP_PE_09299_09310.bsp,CASSINI,2009-10-26 13:12:44.000,2009-11-06 12:58:55.000,2009-10-26 13:16:33.000
091026AP_SCPSE_09299_09310.bsp,CASSINI,2009-10-26 13:12:44.000,2009-11-06 12:58:55.000,2009-10-26 13:16:30.000
091026AP_SE_09299_09310.bsp,CASSINI,2009-10-26 13:12:44.000,2009-11-06 12:58:55.000,2009-10-26 13:16:33.000
091026AP_SK_09299_09310.bsp,CASSINI,2009-10-26 13:12:44.000,2009-11-06 12:58:55.000,2009-10-26 13:16:31.000
091028AP_PE_09301_09310.bsp,CASSINI,2009-10-27 11:33:55.000,2009-11-06 12:58:55.000,2009-10-28 11:59:23.000
091028AP_SCPSE_09301_09310.bsp,CASSINI,2009-10-27 11:33:55.000,2009-11-06 12:58:55.000,2009-10-28 11:59:20.000
091028AP_SE_09301_09310.bsp,CASSINI,2009-10-27 11:33:55.000,2009-11-06 12:58:55.000,2009-10-28 11:59:23.000
091028AP_SK_09301_09310.bsp,CASSINI,2009-10-27 11:33:55.000,2009-11-06 12:58:55.000,2009-10-28 11:59:21.000
091104AP_PE_09305_09329.bsp,CASSINI,2009-11-01 04:38:58.000,2009-11-25 05:58:55.000,2009-11-04 12:05:07.000
091104AP_SCPSE_09305_09329.bsp,CASSINI,2009-11-01 04:38:58.000,2009-11-25 05:58:55.000,2009-11-04 12:05:02.000
091104AP_SE_09305_09329.bsp,CASSINI,2009-11-01 04:38:58.000,2009-11-25 05:58:55.000,2009-11-04 12:05:07.000
091104AP_SK_09305_09329.bsp,CASSINI,2009-11-01 04:38:58.000,2009-11-25 05:58:55.000,2009-11-04 12:05:03.000
091111AP_PE_09315_09329.bsp,CASSINI,2009-11-09 21:04:55.000,2009-11-25 05:58:55.000,2009-11-11 11:33:39.000
091111AP_SE_09315_09329.bsp,CASSINI,2009-11-09 21:04:55.000,2009-11-25 05:58:55.000,2009-11-11 11:33:39.000
091111BP_SCPSE_09315_09329.bsp,CASSINI,2009-11-09 21:04:55.000,2009-11-25 05:58:55.000,2009-11-11 11:33:37.000
091111BP_SK_09315_09329.bsp,CASSINI,2009-11-09 21:04:55.000,2009-11-25 05:58:55.000,2009-11-11 11:33:38.000
091116R_SCPSE_09231_09275.bsp,CASSINI,2009-08-19 11:58:55.000,2009-10-02 19:58:55.000,2009-11-16 14:24:03.000
091120AP_PE_09324_09350.bsp,CASSINI,2009-11-20 02:09:51.000,2009-12-16 05:58:55.000,2009-11-20 10:25:15.000
091120AP_SCPSE_09324_09350.bsp,CASSINI,2009-11-20 02:09:51.000,2009-12-16 05:58:55.000,2009-11-20 10:25:11.000
091120AP_SE_09324_09350.bsp,CASSINI,2009-11-20 02:09:51.000,2009-12-16 05:58:55.000,2009-11-20 10:25:15.000
